id,tipo_placa,placa,tipo_contrato,carroceria_id,autobusero_id,activo,observaciones
517,SJB,10578,2,20,621,0,
518,CB,1951,0,12,631,1,
519,CB,2709,0,33,631,1,
520,CB,2112,0,12,631,1,
521,CB,2214,0,23,650,1,
522,CB,2805,0,65,650,1,
523,CB,1623,0,37,650,1,
524,CB,2713,0,23,650,1,
525,SJB,7810,0,18,650,1,
526,SJB,12039,0,22,637,1,
527,SJB,12994,2,22,637,1,
528,SJB,10647,1,12,637,1,
529,SJB,15173,0,68,641,1,
530,SJB,15320,0,69,641,1,
531,SJB,10636,0,12,637,1,
532,SJB,12924,0,22,637,1,
533,SJB,12992,0,22,637,1,
534,SJB,12925,1,22,637,1,
535,SJB,10637,0,9,637,1,
536,GB,3221,0,95,636,1,
537,SJB,10642,0,9,637,1,
538,CB,3043,2,65,629,1,
539,PUBLI,2474,0,2,661,1,
540,AB,4268,0,12,660,1,
541,CB,2591,1,71,655,1,
542,GB,3354,0,18,638,1,
543,HB,4107,0,101,663,1,
544,SJB,11719,0,12,628,1,
545,SJB,14742,0,33,628,1,
546,SJB,14743,0,33,628,1,
547,SJB,15690,1,76,628,1,
548,SJB,15689,1,76,628,1,
549,SJB,15693,2,76,628,1,
550,AB,3751,0,12,659,1,
551,SJB,9816,0,3,659,1,
552,SJB,9806,0,3,659,1,
553,SJB,9813,0,3,659,1,
554,CB,2655,0,71,655,1,
555,SJB,12807,0,43,628,1,
556,CB,2585,0,71,655,1,
557,CB,2526,0,26,655,1,
558,SJB,13622,2,35,656,1,
559,SJB,11796,1,78,654,1,
560,LB,1389,0,12,651,1,
561,SJB,12766,2,40,635,1,
562,SJB,16881,0,106,618,1,
563,SJB,16878,0,106,618,1,
564,SJB,16880,0,106,618,1,
565,SJB,16879,0,106,618,1,
566,SJB,16882,0,106,618,1,
567,CB,3138,0,65,629,1,
568,CB,3139,0,65,629,1,
569,CB,1948,0,28,629,1,
570,SJB,13353,2,23,621,0,
571,CB,3100,0,65,648,1,
572,CB,3136,0,65,629,1,
573,CB,3137,0,65,629,1,
574,AB,4392,0,6,638,1,
575,GB,3297,0,96,638,1,
576,SJB,12195,0,13,628,1,
577,SJB,13707,0,23,628,1,
578,SJB,9851,1,27,628,1,
579,SJB,13217,0,23,628,1,
580,HB,4097,2,76,620,1,
581,SJB,12762,2,40,652,0,
582,SJB,12806,0,33,628,1,
583,AB,4302,1,6,624,1,
584,AB,4406,0,6,624,1,
585,AB,4389,0,6,624,1,
586,SJB,13537,1,23,624,1,
587,SJB,14501,0,33,628,1,
588,AB,6466,2,13,635,1,
589,CB,2589,2,71,655,1,
590,GB,2663,2,109,657,1,
591,GB,3113,2,1,657,1,
592,SJB,11163,1,20,645,0,
593,GB,2087,2,51,657,1,
594,GB,2847,2,109,657,1,
595,HB,4098,2,76,620,0,
596,HB,2381,2,23,663,1,
597,HB,3577,2,65,663,1,
598,SJB,17014,2,112,617,0,
599,SJB,11657,2,12,633,0,
600,SJB,17382,2,40,617,0,
601,SJB,17441,2,111,617,0,
602,SJB,17385,1,102,621,0,
603,PB,1654,2,12,653,0,
604,SJB,17424,2,69,633,0,
605,SJB,17452,2,68,633,0,
606,SJB,17405,2,68,633,0,
607,SJB,17387,2,69,617,0,
608,SJB,17409,2,68,633,0,
609,SJB,17427,2,68,633,0,
610,SJB,17436,2,68,633,0,
611,SJB,17467,2,68,633,0,
612,PB,2607,2,13,653,0,
613,AB,5577,2,22,652,0,
614,AB,4682,2,67,652,0,
615,AB,4949,2,40,652,0,
616,PB,1653,2,12,653,0,
617,AB,6276,2,55,652,0,
618,AB,6275,2,55,652,0,
619,HB,4092,2,76,620,0,
620,HB,4090,2,13,620,0,
621,SJB,12128,2,33,656,1,
622,SJB,17454,2,106,618,0,
623,LB,1279,2,1,651,1,
624,SJB,17529,1,60,645,0,
625,SJB,10679,2,20,643,0,
626,SJB,15310,2,68,643,0,
627,SJB,10676,2,20,643,0,
628,SJB,10677,2,20,643,0,
629,SJB,16315,2,100,617,0,
630,SJB,15295,2,106,617,0,
631,SJB,15296,2,106,617,0,
632,SJB,17512,2,68,617,0,
633,SJB,17552,2,68,617,0,
634,SJB,17553,2,69,617,0,
635,SJB,17554,2,69,617,0,
636,SJB,15307,2,68,643,0,
637,SJB,16038,2,89,617,0,
638,SJB,9937,1,40,645,0,
639,SJB,10108,2,27,643,0,
640,SJB,10107,2,27,643,0,
641,SJB,13730,2,53,643,0,
642,SJB,8947,2,3,621,0,
643,SJB,16499,1,60,644,1,
644,SJB,10457,2,12,617,0,
645,AB,6513,2,111,651,1,
646,GB,3522,2,68,617,0,
647,CB,1913,2,3,617,0,
648,SJB,9723,2,3,617,0,
649,SJB,17570,2,69,617,0,
650,SJB,17654,2,68,617,0,
651,SJB,16308,2,100,617,0,
652,SJB,15199,2,60,617,0,
653,SJB,16309,2,100,617,0,
654,SJB,17510,2,68,617,0,
655,SJB,16307,2,100,617,0,
656,SJB,14261,2,13,656,1,
657,AB,7136,2,13,649,0,
658,AB,6713,2,13,649,0,
659,AB,6718,2,13,649,0,
660,SJB,14179,1,13,630,0,
661,SJB,14184,1,13,630,0,
662,SJB,12873,2,23,617,0,
663,SJB,12872,2,23,617,0,
664,SJB,17927,1,116,621,0,
665,SJB,17438,2,114,617,0,
666,HB,4411,2,13,620,0,
667,SJB,16569,2,68,639,0,
668,HB,2285,2,27,663,1,
669,SJB,12194,1,13,628,1,
670,SJB,15872,2,60,617,0,
671,SJB,15201,2,60,617,0,
672,AB,5289,2,22,662,0,
673,LB,1621,2,12,619,1,
674,SJB,2999,2,52,620,0,
675,SJB,10083,2,28,621,0,
676,SJB,10200,2,27,621,0,
